"Plot Title: RH logger 1"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 10914497, SEN S/N: 10914497)","RH, % (LGR S/N: 10914497, SEN S/N: 10914497)","Coupler Detached (LGR S/N: 10914497)","Coupler Attached (LGR S/N: 10914497)","Host Connected (LGR S/N: 10914497)","End Of File (LGR S/N: 10914497)"
753,07/22/16 04:50:13 PM,35.049,50.065,,,,
754,07/22/16 05:50:13 PM,34.730,49.630,,,,
755,07/22/16 06:50:13 PM,33.887,53.363,,,,
756,07/22/16 07:50:13 PM,33.157,55.162,,,,
757,07/22/16 08:50:13 PM,32.278,59.586,,,,
758,07/22/16 09:50:13 PM,31.586,60.770,,,,
759,07/22/16 10:50:13 PM,30.798,62.894,,,,
760,07/22/16 11:50:13 PM,30.016,65.178,,,,
761,07/23/16 12:50:13 AM,29.389,67.338,,,,
762,07/23/16 01:50:13 AM,28.866,69.553,,,,
763,07/23/16 02:50:13 AM,28.369,71.298,,,,
764,07/23/16 03:50:13 AM,27.899,72.227,,,,
765,07/23/16 04:50:13 AM,27.554,73.619,,,,
766,07/23/16 05:50:13 AM,27.210,74.588,,,,
767,07/23/16 06:50:13 AM,26.916,75.678,,,,
768,07/23/16 07:50:13 AM,26.769,75.502,,,,
769,07/23/16 08:50:13 AM,26.940,75.242,,,,
770,07/23/16 09:50:13 AM,27.284,73.686,,,,
771,07/23/16 10:50:13 AM,28.147,73.614,,,,
772,07/23/16 11:50:13 AM,29.690,69.095,,,,
773,07/23/16 12:50:13 PM,31.586,62.491,,,,
774,07/23/16 01:50:13 PM,33.600,55.418,,,,
775,07/23/16 02:50:13 PM,34.863,51.936,,,,
776,07/23/16 03:50:13 PM,36.012,43.486,,,,
777,07/23/16 04:50:13 PM,36.525,41.525,,,,
778,07/23/16 05:50:13 PM,36.335,39.747,,,,
779,07/23/16 06:50:13 PM,35.904,39.296,,,,
780,07/23/16 07:50:13 PM,34.677,46.660,,,,
781,07/23/16 08:50:13 PM,33.469,50.449,,,,
782,07/23/16 09:50:13 PM,32.073,55.648,,,,
783,07/23/16 10:50:13 PM,30.950,57.045,,,,
784,07/23/16 11:50:13 PM,29.890,57.647,,,,
785,07/24/16 12:50:13 AM,29.140,60.450,,,,
786,07/24/16 01:50:13 AM,28.593,62.413,,,,
787,07/24/16 02:50:13 AM,28.245,64.972,,,,
788,07/24/16 03:50:13 AM,27.875,66.953,,,,
789,07/24/16 04:50:13 AM,27.554,68.502,,,,
790,07/24/16 05:50:13 AM,27.259,69.594,,,,
791,07/24/16 06:50:13 AM,26.965,71.187,,,,
792,07/24/16 07:50:13 AM,26.818,72.618,,,,
793,07/24/16 08:50:13 AM,26.965,71.575,,,,
794,07/24/16 09:50:13 AM,27.604,74.576,,,,
795,07/24/16 10:50:13 AM,28.742,73.132,,,,
796,07/24/16 11:50:13 AM,30.217,70.039,,,,
797,07/24/16 12:50:13 PM,32.021,59.484,,,,
798,07/24/16 01:50:13 PM,33.809,54.836,,,,
799,07/24/16 02:50:13 PM,35.208,48.310,,,,
800,07/24/16 03:50:13 PM,36.254,40.416,,,,
801,07/24/16 04:50:13 PM,36.552,34.785,,,,
802,07/24/16 05:50:13 PM,36.335,36.958,,,,
803,07/24/16 06:50:13 PM,35.636,37.809,,,,
804,07/24/16 07:50:13 PM,34.492,38.069,,,,
805,07/24/16 08:50:13 PM,33.053,47.550,,,,
806,07/24/16 09:50:13 PM,31.765,50.358,,,,
807,07/24/16 10:50:13 PM,30.773,54.122,,,,
808,07/24/16 11:50:13 PM,30.016,57.350,,,,
809,07/25/16 12:50:13 AM,29.365,59.077,,,,
810,07/25/16 01:50:13 AM,28.717,61.906,,,,
811,07/25/16 02:50:13 AM,28.196,63.859,,,,
812,07/25/16 03:50:13 AM,27.702,66.345,,,,
813,07/25/16 04:50:13 AM,27.308,68.066,,,,
814,07/25/16 05:50:13 AM,26.916,68.660,,,,
815,07/25/16 06:50:13 AM,26.475,70.111,,,,
816,07/25/16 07:50:13 AM,26.231,71.884,,,,
817,07/25/16 08:50:13 AM,26.329,71.307,,,,
818,07/25/16 09:50:13 AM,26.818,71.935,,,,
819,07/25/16 10:50:13 AM,27.850,71.531,,,,
820,07/25/16 11:50:13 AM,29.365,66.173,,,,
821,07/25/16 12:50:13 PM,31.433,61.873,,,,
822,07/25/16 01:50:13 PM,32.381,55.725,,,,
823,07/25/16 02:50:13 PM,32.846,54.476,,,,
824,07/25/16 03:50:13 PM,34.651,46.822,,,,
825,07/25/16 04:50:13 PM,34.995,45.737,,,,
826,07/25/16 05:50:13 PM,34.229,48.221,,,,
827,07/25/16 06:50:13 PM,32.613,61.213,,,,
828,07/25/16 07:50:13 PM,31.103,65.052,,,,
829,07/25/16 08:50:13 PM,29.991,69.786,,,,
830,07/25/16 09:50:13 PM,29.365,72.023,,,,
831,07/25/16 10:50:13 PM,28.916,72.089,,,,
832,07/25/16 11:50:13 PM,28.369,74.843,,,,
833,07/26/16 12:50:13 AM,28.072,76.525,,,,
834,07/26/16 01:50:13 AM,27.751,77.311,,,,
835,07/26/16 02:50:13 AM,27.456,77.982,,,,
836,07/26/16 03:50:13 AM,27.161,78.794,,,,
837,07/26/16 04:50:13 AM,26.940,79.850,,,,
838,07/26/16 05:50:13 AM,26.720,79.804,,,,
839,07/26/16 06:50:13 AM,26.549,80.431,,,,
840,07/26/16 07:50:13 AM,26.426,79.367,,,,
841,07/26/16 08:50:13 AM,26.549,80.201,,,,
842,07/26/16 09:50:13 AM,26.989,80.582,,,,
843,07/26/16 10:50:13 AM,27.899,79.383,,,,
844,07/26/16 11:50:13 AM,29.389,73.763,,,,
845,07/26/16 12:50:13 PM,31.204,66.549,,,,
846,07/26/16 01:50:13 PM,32.924,61.640,,,,
847,07/26/16 02:50:13 PM,34.624,52.847,,,,
848,07/26/16 03:50:13 PM,35.155,48.237,,,,
849,07/26/16 04:50:13 PM,34.942,49.066,,,,
850,07/26/16 05:50:13 PM,34.863,48.300,,,,
851,07/26/16 06:50:13 PM,34.916,47.515,,,,
852,07/26/16 07:50:13 PM,34.019,45.919,,,,
853,07/26/16 08:50:13 PM,32.975,53.593,,,,
854,07/26/16 09:50:13 PM,31.970,57.259,,,,
855,07/26/16 10:50:13 PM,31.204,60.333,,,,
856,07/26/16 11:50:13 PM,30.469,64.792,,,,
857,07/27/16 12:50:13 AM,29.966,67.683,,,,
858,07/27/16 01:50:13 AM,29.439,68.474,,,,
859,07/27/16 02:50:13 AM,28.891,70.372,,,,
860,07/27/16 03:50:13 AM,28.345,71.503,,,,
861,07/27/16 04:50:13 AM,27.924,72.560,,,,
862,07/27/16 05:50:13 AM,27.505,73.876,,,,
863,07/27/16 06:50:13 AM,27.186,75.143,,,,
864,07/27/16 07:50:13 AM,26.989,75.869,,,,
865,07/27/16 08:50:13 AM,27.136,73.746,,,,
866,07/27/16 09:50:13 AM,27.628,73.900,,,,
867,07/27/16 10:50:13 AM,28.642,71.078,,,,
868,07/27/16 11:50:13 AM,30.293,65.686,,,,
869,07/27/16 12:50:13 PM,32.175,59.760,,,,
870,07/27/16 01:50:13 PM,33.966,52.304,,,,
871,07/27/16 02:50:13 PM,35.689,50.705,,,,
872,07/27/16 03:50:13 PM,35.797,45.931,,,,
873,07/27/16 04:50:13 PM,36.362,44.964,,,,
874,07/27/16 05:50:13 PM,35.931,43.778,,,,
875,07/27/16 06:50:13 PM,35.904,44.009,,,,
876,07/27/16 07:50:13 PM,35.288,46.269,,,,
877,07/27/16 08:50:13 PM,34.071,49.546,,,,
878,07/27/16 09:50:13 PM,33.287,54.119,,,,
879,07/27/16 10:50:13 PM,32.536,56.960,,,,
880,07/27/16 11:50:13 PM,31.765,59.318,,,,
881,07/28/16 12:50:13 AM,31.255,64.892,,,,
882,07/28/16 01:50:13 AM,30.697,69.731,,,,
883,07/28/16 02:50:13 AM,30.268,71.167,,,,
884,07/28/16 03:50:13 AM,29.865,71.003,,,,
885,07/28/16 04:50:13 AM,29.340,72.258,,,,
886,07/28/16 05:50:13 AM,28.891,73.756,,,,
887,07/28/16 06:50:13 AM,28.593,74.650,,,,
888,07/28/16 07:50:13 AM,28.295,77.303,,,,
889,07/28/16 08:50:13 AM,28.394,74.759,,,,
890,07/28/16 09:50:13 AM,28.766,72.091,,,,
891,07/28/16 10:50:13 AM,29.690,70.488,,,,
892,07/28/16 11:50:13 AM,30.849,60.623,,,,
893,07/28/16 12:50:13 PM,33.079,57.039,,,,
894,07/28/16 01:50:13 PM,34.334,55.812,,,,
895,07/28/16 02:50:13 PM,35.850,50.299,,,,
896,07/28/16 03:50:13 PM,35.475,50.349,,,,
897,07/28/16 04:50:13 PM,36.039,47.221,,,,
898,07/28/16 05:50:13 PM,36.200,47.307,,,,
899,07/28/16 06:50:13 PM,35.823,47.262,,,,
900,07/28/16 07:50:13 PM,34.836,50.496,,,,
901,07/28/16 08:50:13 PM,33.678,52.946,,,,
902,07/28/16 09:50:13 PM,32.691,56.919,,,,
903,07/28/16 10:50:13 PM,32.124,60.098,,,,
904,07/28/16 11:50:13 PM,31.535,61.577,,,,
905,07/29/16 12:50:13 AM,30.976,64.815,,,,
906,07/29/16 01:50:13 AM,30.444,66.849,,,,
907,07/29/16 02:50:13 AM,29.991,68.602,,,,
908,07/29/16 03:50:13 AM,29.540,69.674,,,,
909,07/29/16 04:50:13 AM,29.115,71.226,,,,
910,07/29/16 05:50:13 AM,28.766,71.761,,,,
911,07/29/16 06:50:13 AM,28.369,73.300,,,,
912,07/29/16 07:50:13 AM,28.147,74.296,,,,
913,07/29/16 08:50:13 AM,28.295,73.077,,,,
914,07/29/16 09:50:13 AM,28.742,69.742,,,,
915,07/29/16 10:50:13 AM,29.490,66.592,,,,
916,07/29/16 11:50:13 AM,30.824,62.244,,,,
917,07/29/16 12:50:13 PM,32.794,55.880,,,,
918,07/29/16 01:50:13 PM,34.124,52.357,,,,
919,07/29/16 02:50:13 PM,35.235,51.071,,,,
920,07/29/16 03:50:13 PM,35.716,47.215,,,,
921,07/29/16 04:50:13 PM,34.466,50.644,,,,
922,07/29/16 05:50:13 PM,34.308,52.285,,,,
923,07/29/16 06:50:13 PM,33.495,54.084,,,,
924,07/29/16 07:50:13 PM,32.794,55.944,,,,
925,07/29/16 08:50:13 PM,32.227,59.262,,,,
926,07/29/16 09:50:13 PM,31.663,64.619,,,,
927,07/29/16 10:50:13 PM,31.230,65.845,,,,
928,07/29/16 11:50:13 PM,30.646,64.760,,,,
929,07/30/16 12:50:13 AM,30.142,66.490,,,,
930,07/30/16 01:50:13 AM,29.715,68.553,,,,
931,07/30/16 02:50:13 AM,29.340,68.881,,,,
932,07/30/16 03:50:13 AM,28.965,71.168,,,,
933,07/30/16 04:50:13 AM,28.593,71.549,,,,
934,07/30/16 05:50:13 AM,28.270,73.072,,,,
935,07/30/16 06:50:13 AM,27.949,73.873,,,,
936,07/30/16 07:50:13 AM,27.776,73.958,,,,
937,07/30/16 08:50:13 AM,27.924,74.016,,,,
938,07/30/16 09:50:13 AM,28.493,73.025,,,,
939,07/30/16 10:50:13 AM,29.439,71.887,,,,
940,07/30/16 11:50:13 AM,30.394,70.586,,,,
941,07/30/16 12:50:13 PM,31.816,64.738,,,,
942,07/30/16 01:50:13 PM,33.469,59.546,,,,
943,07/30/16 02:50:13 PM,33.574,60.417,,,,
944,07/30/16 03:50:13 PM,34.202,53.535,,,,
945,07/30/16 04:50:13 PM,34.757,49.994,,,,
946,07/30/16 05:50:13 PM,34.704,51.295,,,,
947,07/30/16 06:50:13 PM,34.624,51.122,,,,
948,07/30/16 07:50:13 PM,33.521,56.112,,,,
949,07/30/16 08:50:13 PM,32.613,59.700,,,,
950,07/30/16 09:50:13 PM,31.765,62.988,,,,
951,07/30/16 10:50:13 PM,31.103,65.454,,,,
952,07/30/16 11:50:13 PM,30.545,67.479,,,,
953,07/31/16 12:50:13 AM,30.091,68.559,,,,
954,07/31/16 01:50:13 AM,29.715,70.371,,,,
955,07/31/16 02:50:13 AM,29.340,71.327,,,,
956,07/31/16 03:50:13 AM,28.941,72.841,,,,
957,07/31/16 04:50:13 AM,28.617,74.091,,,,
958,07/31/16 05:50:13 AM,28.295,75.006,,,,
959,07/31/16 06:50:13 AM,28.023,75.897,,,,
960,07/31/16 07:50:13 AM,27.924,76.231,,,,
961,07/31/16 08:50:13 AM,27.974,74.973,,,,
962,07/31/16 09:50:13 AM,28.394,74.759,,,,
963,07/31/16 10:33:54 AM,,,,Logged,,
964,07/31/16 10:34:06 AM,,,,,Logged,Logged
