"Plot Title: NRG_6-3_sm"
"#","Date Time, GMT-06:00","Temp, °C (LGR S/N: 10992169, SEN S/N: 10992169)","Intensity, Lux (LGR S/N: 10992169, SEN S/N: 10992169)","Coupler Attached (LGR S/N: 10992169)","Host Connected (LGR S/N: 10992169)","Stopped (LGR S/N: 10992169)","End Of File (LGR S/N: 10992169)"
2320,05/13/18 06:00:00 PM,23.388,26178.0,,,,
2321,05/13/18 08:00:00 PM,3.788,430.6,,,,
2322,05/13/18 10:00:00 PM,-2.261,0.0,,,,
2323,05/14/18 12:00:00 AM,-4.514,0.0,,,,
2324,05/14/18 02:00:00 AM,-6.754,0.0,,,,
2325,05/14/18 04:00:00 AM,-7.787,0.0,,,,
2326,05/14/18 06:00:00 AM,-8.182,1313.2,,,,
2327,05/14/18 08:00:00 AM,20.805,176356.7,,,,
2328,05/14/18 10:00:00 AM,39.615,242490.5,,,,
2329,05/14/18 12:00:00 PM,42.282,44089.2,,,,
2330,05/14/18 02:00:00 PM,38.046,121245.2,,,,
2331,05/14/18 04:00:00 PM,28.456,15844.5,,,,
2332,05/14/18 06:00:00 PM,21.091,9300.1,,,,
2333,05/14/18 08:00:00 PM,-1.456,624.3,,,,
2334,05/14/18 10:00:00 PM,-4.514,0.0,,,,
2335,05/15/18 12:00:00 AM,-5.745,0.0,,,,
2336,05/15/18 02:00:00 AM,-7.267,0.0,,,,
2337,05/15/18 04:00:00 AM,-7.787,0.0,,,,
2338,05/15/18 06:00:00 AM,-7.918,1377.8,,,,
2339,05/15/18 08:00:00 AM,20.996,176356.7,,,,
2340,05/15/18 10:00:00 AM,40.876,242490.5,,,,
2341,05/15/18 12:00:00 PM,46.337,165334.4,,,,
2342,05/15/18 02:00:00 PM,41.225,115734.1,,,,
2343,05/15/18 04:00:00 PM,30.760,17222.3,,,,
2344,05/15/18 06:00:00 PM,16.999,6200.0,,,,
2345,05/15/18 08:00:00 PM,0.010,667.4,,,,
2346,05/15/18 10:00:00 PM,-3.672,0.0,,,,
2347,05/16/18 12:00:00 AM,-5.125,0.0,,,,
2348,05/16/18 02:00:00 AM,-6.120,0.0,,,,
2349,05/16/18 04:00:00 AM,-7.138,0.0,,,,
2350,05/16/18 06:00:00 AM,-7.918,1280.9,,,,
2351,05/16/18 08:00:00 AM,22.717,148801.0,,,,
2352,05/16/18 10:00:00 AM,44.828,242490.5,,,,
2353,05/16/18 12:00:00 PM,46.722,209423.6,,,,
2354,05/16/18 02:00:00 PM,40.876,115734.1,,,,
2355,05/16/18 04:00:00 PM,32.807,18600.1,,,,
2356,05/16/18 06:00:00 PM,23.292,15155.7,,,,
2357,05/16/18 08:00:00 PM,0.893,990.3,,,,
2358,05/16/18 10:00:00 PM,-2.145,0.0,,,,
2359,05/17/18 12:00:00 AM,-3.672,0.0,,,,
2360,05/17/18 02:00:00 AM,-5.372,0.0,,,,
2361,05/17/18 04:00:00 AM,-6.626,0.0,,,,
2362,05/17/18 06:00:00 AM,-7.010,1463.9,,,,
2363,05/17/18 08:00:00 AM,23.196,148801.0,,,,
2364,05/17/18 10:00:00 AM,42.639,242490.5,,,,
2365,05/17/18 12:00:00 PM,47.892,209423.6,,,,
2366,05/17/18 02:00:00 PM,38.826,19289.0,,,,
2367,05/17/18 04:00:00 PM,31.778,20666.8,,,,
2368,05/17/18 06:00:00 PM,19.948,12400.1,,,,
2369,05/17/18 08:00:00 PM,1.548,1280.9,,,,
2370,05/17/18 10:00:00 PM,-2.261,0.0,,,,
2371,05/18/18 12:00:00 AM,-4.031,0.0,,,,
2372,05/18/18 02:00:00 AM,-5.496,0.0,,,,
2373,05/18/18 04:00:00 AM,-6.754,0.0,,,,
2374,05/18/18 06:00:00 AM,-6.882,1377.8,,,,
2375,05/18/18 08:00:00 AM,22.812,110223.0,,,,
2376,05/18/18 10:00:00 AM,44.457,231468.2,,,,
2377,05/18/18 12:00:00 PM,32.807,44089.2,,,,
2378,05/18/18 02:00:00 PM,22.717,44089.2,,,,
2379,05/18/18 04:00:00 PM,31.983,42711.4,,,,
2380,05/18/18 06:00:00 PM,19.948,24800.2,,,,
2381,05/18/18 08:00:00 PM,5.655,452.1,,,,
2382,05/18/18 10:00:00 PM,-2.030,0.0,,,,
2383,05/19/18 12:00:00 AM,-2.610,0.0,,,,
2384,05/19/18 02:00:00 AM,-4.636,0.0,,,,
2385,05/19/18 04:00:00 AM,-4.031,0.0,,,,
2386,05/19/18 06:00:00 AM,-6.499,1377.8,,,,
2387,05/19/18 08:00:00 AM,24.255,104711.8,,,,
2388,05/19/18 10:00:00 AM,48.023,264535.1,,,,
2389,05/19/18 12:00:00 PM,24.255,42711.4,,,,
2390,05/19/18 02:00:00 PM,38.157,121245.2,,,,
2391,05/19/18 04:00:00 PM,26.585,23422.4,,,,
2392,05/19/18 06:00:00 PM,16.713,23422.4,,,,
2393,05/19/18 08:00:00 PM,4.519,1205.6,,,,
2394,05/19/18 10:00:00 PM,2.943,0.0,,,,
2395,05/20/18 12:00:00 AM,-1.570,0.0,,,,
2396,05/20/18 02:00:00 AM,-4.393,0.0,,,,
2397,05/20/18 04:00:00 AM,-5.249,0.0,,,,
2398,05/20/18 06:00:00 AM,-5.995,1054.9,,,,
2399,05/20/18 08:00:00 AM,19.187,159823.3,,,,
2400,05/20/18 10:00:00 AM,38.046,220445.9,,,,
2401,05/20/18 12:00:00 PM,44.089,242490.5,,,,
2402,05/20/18 02:00:00 PM,15.569,17911.2,,,,
2403,05/20/18 04:00:00 PM,10.846,24800.2,,,,
2404,05/20/18 06:00:00 PM,13.461,20666.8,,,,
2405,05/20/18 08:00:00 PM,2.088,452.1,,,,
2406,05/20/18 10:00:00 PM,-3.672,0.0,,,,
2407,05/21/18 12:00:00 AM,-4.031,0.0,,,,
2408,05/21/18 02:00:00 AM,-5.745,0.0,,,,
2409,05/21/18 04:00:00 AM,-5.995,0.0,,,,
2410,05/21/18 06:00:00 AM,-6.120,1636.1,,,,
2411,05/21/18 08:00:00 AM,20.329,66133.8,,,,
2412,05/21/18 10:00:00 AM,41.108,231468.2,,,,
2413,05/21/18 12:00:00 PM,45.201,66133.8,,,,
2414,05/21/18 02:00:00 PM,27.173,52355.9,,,,
2415,05/21/18 04:00:00 PM,28.159,44089.2,,,,
2416,05/21/18 06:00:00 PM,14.900,13089.0,,,,
2417,05/21/18 08:00:00 PM,6.573,914.9,,,,
2418,05/21/18 10:00:00 PM,-2.030,0.0,,,,
2419,05/22/18 12:00:00 AM,-3.079,0.0,,,,
2420,05/22/18 02:00:00 AM,-4.393,0.0,,,,
2421,05/22/18 04:00:00 AM,-5.745,0.0,,,,
2422,05/22/18 06:00:00 AM,-5.995,1162.5,,,,
2423,05/22/18 08:00:00 AM,21.378,57867.0,,,,
2424,05/22/18 10:00:00 AM,41.692,231468.2,,,,
2425,05/22/18 12:00:00 PM,36.946,82667.2,,,,
2426,05/22/18 02:00:00 PM,27.567,82667.2,,,,
2427,05/22/18 04:00:00 PM,15.569,31689.1,,,,
2428,05/22/18 06:00:00 PM,10.357,1980.6,,,,
2429,05/22/18 08:00:00 PM,0.010,484.4,,,,
2430,05/22/18 10:00:00 PM,-2.610,0.0,,,,
2431,05/23/18 12:00:00 AM,-4.393,0.0,,,,
2432,05/23/18 02:00:00 AM,-5.249,0.0,,,,
2433,05/23/18 04:00:00 AM,-4.152,0.0,,,,
2434,05/23/18 06:00:00 AM,-3.792,3788.9,,,,
2435,05/23/18 08:00:00 AM,22.429,57867.0,,,,
2436,05/23/18 10:00:00 AM,32.086,37200.2,,,,
2437,05/23/18 12:00:00 PM,19.282,28933.5,,,,
2438,05/23/18 02:00:00 PM,40.415,104711.8,,,,
2439,05/23/18 04:00:00 PM,30.558,22044.6,,,,
2440,05/23/18 06:00:00 PM,16.046,3616.7,,,,
2441,05/23/18 08:00:00 PM,1.221,753.5,,,,
2442,05/23/18 10:00:00 PM,-3.079,0.0,,,,
2443,05/24/18 12:00:00 AM,-4.152,0.0,,,,
2444,05/24/18 02:00:00 AM,-5.496,0.0,,,,
2445,05/24/18 04:00:00 AM,-6.373,0.0,,,,
2446,05/24/18 06:00:00 AM,-6.373,1087.2,,,,
2447,05/24/18 08:00:00 AM,21.855,20666.8,,,,
2448,05/24/18 10:00:00 AM,45.326,242490.5,,,,
2449,05/24/18 12:00:00 PM,49.225,187379.0,,,,
2450,05/24/18 02:00:00 PM,41.575,104711.8,,,,
2451,05/24/18 04:00:00 PM,32.086,21355.7,,,,
2452,05/24/18 06:00:00 PM,22.812,11711.2,,,,
2453,05/24/18 08:00:00 PM,1.764,688.9,,,,
2454,05/24/18 10:00:00 PM,-2.610,0.0,,,,
2455,05/25/18 12:00:00 AM,-3.553,0.0,,,,
2456,05/25/18 02:00:00 AM,-4.272,0.0,,,,
2457,05/25/18 04:00:00 AM,-5.003,0.0,,,,
2458,05/25/18 06:00:00 AM,-5.249,1054.9,,,,
2459,05/25/18 08:00:00 AM,23.388,20666.8,,,,
2460,05/25/18 10:00:00 AM,46.979,231468.2,,,,
2461,05/25/18 12:00:00 PM,49.225,187379.0,,,,
2462,05/25/18 02:00:00 PM,44.828,110223.0,,,,
2463,05/25/18 04:00:00 PM,33.014,23422.4,,,,
2464,05/25/18 06:00:00 PM,23.966,12400.1,,,,
2465,05/25/18 08:00:00 PM,2.517,645.8,,,,
2466,05/25/18 10:00:00 PM,-2.145,0.0,,,,
2467,05/26/18 12:00:00 AM,-3.553,0.0,,,,
2468,05/26/18 02:00:00 AM,-5.003,0.0,,,,
2469,05/26/18 04:00:00 AM,-5.995,0.0,,,,
2470,05/26/18 06:00:00 AM,-5.745,904.2,,,,
2471,05/26/18 08:00:00 AM,20.996,33066.9,,,,
2472,05/26/18 10:00:00 AM,44.704,57867.0,,,,
2473,05/26/18 12:00:00 PM,45.201,104711.8,,,,
2474,05/26/18 02:00:00 PM,26.488,52355.9,,,,
2475,05/26/18 04:00:00 PM,19.092,28933.5,,,,
2476,05/26/18 06:00:00 PM,17.950,19977.9,,,,
2477,05/26/18 08:00:00 PM,5.860,409.0,,,,
2478,05/26/18 10:00:00 PM,-0.774,0.0,,,,
2479,05/27/18 12:00:00 AM,2.730,0.0,,,,
2480,05/27/18 02:00:00 AM,-2.727,0.0,,,,
2481,05/27/18 04:00:00 AM,-3.672,0.0,,,,
2482,05/27/18 06:00:00 AM,-5.125,1022.6,,,,
2483,05/27/18 08:00:00 AM,22.238,57867.0,,,,
2484,05/27/18 10:00:00 AM,43.601,93689.5,,,,
2485,05/27/18 12:00:00 PM,51.154,165334.4,,,,
2486,05/27/18 02:00:00 PM,47.892,121245.2,,,,
2487,05/27/18 04:00:00 PM,33.953,24800.2,,,,
2488,05/27/18 06:00:00 PM,21.855,14466.8,,,,
2489,05/27/18 08:00:00 PM,3.683,871.9,,,,
2490,05/27/18 10:00:00 PM,-2.377,0.0,,,,
2491,05/28/18 12:00:00 AM,-4.031,0.0,,,,
2492,05/28/18 02:00:00 AM,-5.372,0.0,,,,
2493,05/28/18 04:00:00 AM,-5.870,0.0,,,,
2494,05/28/18 06:00:00 AM,-6.754,1033.3,,,,
2495,05/28/18 08:00:00 AM,20.424,88178.4,,,,
2496,05/28/18 10:00:00 AM,37.604,93689.5,,,,
2497,05/28/18 12:00:00 PM,33.953,74400.5,,,,
2498,05/28/18 02:00:00 PM,44.704,115734.1,,,,
2499,05/28/18 04:00:00 PM,27.272,16533.4,,,,
2500,05/28/18 06:00:00 PM,16.999,19289.0,,,,
2501,05/28/18 08:00:00 PM,6.978,1001.0,,,,
2502,05/28/18 10:00:00 PM,1.980,0.0,,,,
2503,05/29/18 12:00:00 AM,-1.684,0.0,,,,
2504,05/29/18 02:00:00 AM,-4.272,0.0,,,,
2505,05/29/18 04:00:00 AM,-4.636,0.0,,,,
2506,05/29/18 06:00:00 AM,-5.995,925.7,,,,
2507,05/29/18 08:00:00 AM,20.424,44089.2,,,,
2508,05/29/18 10:00:00 AM,26.977,165334.4,,,,
2509,05/29/18 12:00:00 PM,29.552,57867.0,,,,
2510,05/29/18 02:00:00 PM,44.580,132267.5,,,,
2511,05/29/18 04:00:00 PM,24.931,26178.0,,,,
2512,05/29/18 06:00:00 PM,14.709,4822.3,,,,
2513,05/29/18 08:00:00 PM,1.980,635.1,,,,
2514,05/29/18 10:00:00 PM,-2.377,0.0,,,,
2515,05/30/18 12:00:00 AM,-3.079,0.0,,,,
2516,05/30/18 02:00:00 AM,-3.911,0.0,,,,
2517,05/30/18 04:00:00 AM,-4.636,0.0,,,,
2518,05/30/18 06:00:00 AM,-4.880,828.8,,,,
2519,05/30/18 08:00:00 AM,20.615,37200.2,,,,
2520,05/30/18 10:00:00 AM,46.465,220445.9,,,,
2521,05/30/18 12:00:00 PM,51.863,170845.6,,,,
2522,05/30/18 02:00:00 PM,39.615,126756.4,,,,
2523,05/30/18 04:00:00 PM,19.282,10677.8,,,,
2524,05/30/18 06:00:00 PM,7.381,5166.7,,,,
2525,05/30/18 08:00:00 PM,2.943,742.7,,,,
2526,05/30/18 10:00:00 PM,0.010,0.0,,,,
2527,05/31/18 12:00:00 AM,-1.114,0.0,,,,
2528,05/31/18 02:00:00 AM,-1.001,0.0,,,,
2529,05/31/18 04:00:00 AM,-2.494,0.0,,,,
2530,05/31/18 06:00:00 AM,-2.610,1151.7,,,,
2531,05/31/18 08:00:00 AM,17.094,55111.5,,,,
2532,05/31/18 10:00:00 AM,43.844,231468.2,,,,
2533,05/31/18 12:00:00 PM,50.734,104711.8,,,,
2534,05/31/18 02:00:00 PM,46.722,132267.5,,,,
2535,05/31/18 04:00:00 PM,32.704,27555.7,,,,
2536,05/31/18 06:00:00 PM,21.951,16533.4,,,,
2537,05/31/18 08:00:00 PM,3.998,462.9,,,,
2538,05/31/18 10:00:00 PM,-0.437,0.0,,,,
2539,06/01/18 12:00:00 AM,-0.437,0.0,,,,
2540,06/01/18 02:00:00 AM,1.872,0.0,,,,
2541,06/01/18 04:00:00 AM,1.548,0.0,,,,
2542,06/01/18 06:00:00 AM,-2.145,904.2,,,,
2543,06/01/18 08:00:00 AM,19.377,57867.0,,,,
2544,06/01/18 10:00:00 AM,42.401,198401.3,,,,
2545,06/01/18 12:00:00 PM,50.874,220445.9,,,,
2546,06/01/18 02:00:00 PM,42.401,132267.5,,,,
2547,06/01/18 04:00:00 PM,30.862,30311.3,,,,
2548,06/01/18 06:00:00 PM,16.999,10677.8,,,,
2549,06/01/18 08:00:00 PM,3.683,796.5,,,,
2550,06/01/18 10:00:00 PM,-1.456,0.0,,,,
2551,06/02/18 12:00:00 AM,-2.727,0.0,,,,
2552,06/02/18 02:00:00 AM,-3.553,0.0,,,,
2553,06/02/18 04:00:00 AM,-4.880,0.0,,,,
2554,06/02/18 06:00:00 AM,-5.249,947.2,,,,
2555,06/02/18 08:00:00 AM,17.379,55111.5,,,,
2556,06/02/18 10:00:00 AM,46.083,154312.1,,,,
2557,06/02/18 12:00:00 PM,55.580,220445.9,,,,
2558,06/02/18 02:00:00 PM,44.952,132267.5,,,,
2559,06/02/18 04:00:00 PM,31.472,26178.0,,,,
2560,06/02/18 06:00:00 PM,21.760,15844.5,,,,
2561,06/02/18 08:00:00 PM,4.311,925.7,,,,
2562,06/02/18 10:00:00 PM,-0.213,0.0,,,,
2563,06/03/18 12:00:00 AM,-1.456,0.0,,,,
2564,06/03/18 02:00:00 AM,-2.610,0.0,,,,
2565,06/03/18 04:00:00 AM,-3.316,0.0,,,,
2566,06/03/18 06:00:00 AM,0.010,2238.9,,,,
2567,06/03/18 08:00:00 AM,15.187,30311.3,,,,
2568,06/03/18 10:00:00 AM,33.222,46844.8,,,,
2569,06/03/18 12:00:00 PM,34.163,71644.9,,,,
2570,06/03/18 02:00:00 PM,34.058,57867.0,,,,
2571,06/03/18 04:00:00 PM,23.581,33066.9,,,,
2572,06/03/18 06:00:00 PM,13.461,11022.3,,,,
2573,06/03/18 08:00:00 PM,7.179,1162.5,,,,
2574,06/03/18 10:00:00 PM,-0.437,0.0,,,,
2575,06/04/18 12:00:00 AM,-2.610,0.0,,,,
2576,06/04/18 02:00:00 AM,-4.152,0.0,,,,
2577,06/04/18 04:00:00 AM,-5.003,0.0,,,,
2578,06/04/18 06:00:00 AM,-5.125,1001.0,,,,
2579,06/04/18 08:00:00 AM,17.665,46844.8,,,,
2580,06/04/18 10:00:00 AM,47.629,220445.9,,,,
2581,06/04/18 12:00:00 PM,51.863,187379.0,,,,
2582,06/04/18 02:00:00 PM,48.554,137778.7,,,,
2583,06/04/18 04:00:00 PM,34.691,24800.2,,,,
2584,06/04/18 06:00:00 PM,16.903,9300.1,,,,
2585,06/04/18 08:00:00 PM,4.311,850.4,,,,
2586,06/04/18 10:00:00 PM,0.010,0.0,,,,
2587,06/05/18 12:00:00 AM,-1.228,0.0,,,,
2588,06/05/18 02:00:00 AM,-1.684,0.0,,,,
2589,06/05/18 04:00:00 AM,-2.610,0.0,,,,
2590,06/05/18 06:00:00 AM,-2.844,947.2,,,,
2591,06/05/18 08:00:00 AM,18.331,34444.7,,,,
2592,06/05/18 10:00:00 AM,49.496,170845.6,,,,
2593,06/05/18 12:00:00 PM,56.838,231468.2,,,,
2594,06/05/18 02:00:00 PM,40.185,77156.1,,,,
2595,06/05/18 04:00:00 PM,25.708,107.6,,,,
2596,06/05/18 06:00:00 PM,18.521,10.8,,,,
2597,06/05/18 08:00:00 PM,17.950,0.0,,,,
2598,06/05/18 10:00:00 PM,16.808,0.0,,,,
2599,06/06/18 12:00:00 AM,15.569,0.0,,,,
2600,06/06/18 02:00:00 AM,14.421,0.0,,,,
2601,06/06/18 04:00:00 AM,12.787,0.0,,,,
2602,06/06/18 06:00:00 AM,11.431,0.0,,,,
2603,06/06/18 08:00:00 AM,11.236,53.8,,,,
2604,06/06/18 10:00:00 AM,12.690,86.1,,,,
2605,06/06/18 12:00:00 PM,14.134,139.9,,,,
2606,06/06/18 02:00:00 PM,18.140,96.9,,,,
2607,06/06/18 02:55:02 PM,,,Logged,,,
2608,06/06/18 02:55:07 PM,,,,Logged,,
2609,06/06/18 02:55:12 PM,,,,,Logged,Logged
